x,y,z,yaw,velocity,change_flag
-173.4014,4.2892,0.0351,3.1363,12.7958,0
-174.5102,4.2950,0.0352,3.1363,13.7493,0
-175.6948,4.2892,0.0352,-3.1402,14.6248,0
-176.7358,4.2668,0.0353,-3.1287,15.3038,0
-177.8187,4.2090,0.0354,-3.1045,15.8539,0
-178.9330,4.0847,0.0403,-3.0597,16.3160,0
-180.0687,3.8922,0.0495,-3.0061,16.7344,0
-181.2202,3.6259,0.0505,-2.9481,17.2266,0
-182.3867,3.3041,0.0608,-2.8994,17.6334,0
-183.5597,2.9108,0.0634,-2.8455,17.9481,0
-184.4886,2.5293,0.0640,-2.7922,18.1194,0
-185.3936,2.0816,0.0639,-2.7288,18.1831,0
-186.2635,1.5699,0.0639,-2.6591,18.1124,0
-187.0940,0.9930,0.0640,-2.5871,18.1874,0
-187.8816,0.3555,0.0642,-2.5130,17.9082,0
-188.6228,-0.3376,0.0641,-2.4414,18.3590,0
-189.3196,-1.0868,0.0642,-2.3689,17.9640,0
-189.9532,-1.8857,0.0640,-2.2943,18.2892,0
-190.5219,-2.7226,0.0639,-2.2201,18.3165,0
-191.0282,-3.6002,0.0635,-2.1460,17.9973,0
-191.4676,-4.5232,0.0632,-2.0699,18.6482,0
-191.8400,-5.4909,0.0629,-1.9909,18.5421,0
-192.1240,-6.4687,0.0625,-1.9096,18.4484,0
-192.3243,-7.4715,0.0621,-1.8252,18.0929,0
-192.4356,-8.4830,0.0614,-1.7406,18.4363,0
-192.4630,-9.4976,0.0641,-1.6559,18.0668,0
-192.4031,-10.5189,0.0688,-1.5713,18.1764,0
-192.2872,-11.5300,0.0722,-1.5033,18.5513,0
-192.1952,-12.5602,0.0807,-1.4891,18.5402,0
-192.1387,-13.5618,0.0856,-1.5027,17.7847,0
-192.1937,-14.7108,0.0900,-1.5756,15.2929,0
-192.3707,-15.8250,0.0940,-1.6681,11.9270,0
-192.5699,-16.8063,0.0933,-1.7216,8.8980,0
-192.6758,-17.8627,0.0925,-1.6890,5.3163,0
-192.5941,-18.8675,0.0906,-1.5824,4.1811,0
-192.4345,-19.9130,0.0906,-1.4959,6.9358,0
-192.3091,-21.0061,0.0911,-1.4759,7.3480,0
-192.2102,-22.0451,0.0911,-1.4759,7.8385,0
-192.1091,-23.1062,0.0907,-1.4759,9.2828,0
-192.0028,-24.2228,0.0905,-1.4759,10.9010,0
-191.8913,-25.3940,0.0901,-1.4759,13.4106,0
-191.7963,-26.4007,0.0899,-1.4764,15.4741,0
-191.7043,-27.5270,0.0900,-1.4844,16.8784,0
-191.6484,-28.7325,0.0904,-1.5105,17.7021,0
-191.6409,-29.9609,0.0910,-1.5460,17.4645,0
-191.6588,-31.1386,0.0916,-1.5711,16.4759,0
-191.6612,-32.2472,0.0918,-1.5724,15.5985,0
-191.6617,-33.3152,0.0916,-1.5718,15.2516,0
-191.6628,-34.3718,0.0914,-1.5718,15.2253,0
-191.6639,-35.4377,0.0912,-1.5718,15.4977,0
-191.6651,-36.5367,0.0909,-1.5718,16.1624,0
-191.6663,-37.6984,0.0906,-1.5718,17.3590,0
-191.6673,-38.7093,0.0910,-1.5719,18.9639,0
-191.6685,-39.8217,0.0906,-1.5719,20.8702,0
-191.6699,-41.0533,0.0901,-1.5720,22.7538,0
-191.6715,-42.3253,0.0908,-1.5720,22.6715,0
-191.6732,-43.5931,0.0914,-1.5720,22.5925,0
-191.6748,-44.8870,0.0911,-1.5721,24.4827,0
-191.6761,-45.9592,0.0902,-1.5721,26.5257,0
-191.6776,-47.0884,0.0901,-1.5722,27.4703,0
-191.6792,-48.2464,0.0904,-1.5722,27.9546,0
-191.6807,-49.4029,0.0911,-1.5722,27.4789,0
-191.6823,-50.5260,0.0918,-1.5722,26.5121,0
-191.6838,-51.6004,0.0925,-1.5721,25.1912,0
-191.6852,-52.6220,0.0929,-1.5721,24.0065,0
-191.6869,-53.9006,0.0931,-1.5720,22.3241,0
-191.6882,-55.0894,0.0931,-1.5722,21.0565,0
-191.6896,-56.2503,0.0924,-1.5722,20.9563,0
-191.6910,-57.4070,0.0920,-1.5722,20.8865,0
-191.6923,-58.5060,0.0927,-1.5723,18.4503,0
-191.6938,-59.7143,0.0920,-1.5716,17.2696,0
-191.6947,-60.9628,0.0917,-1.5716,18.7403,0
-191.6956,-62.0523,0.0910,-1.5716,20.2569,0
-191.6965,-63.2356,0.0905,-1.5717,21.9726,0
-191.6977,-64.4968,0.0905,-1.5717,22.9370,0
-191.6988,-65.7560,0.0914,-1.5717,22.0383,0
-191.7001,-66.9213,0.0926,-1.5715,19.8156,0
-191.7010,-67.9454,0.0929,-1.5712,17.1650,0
-191.7015,-69.0096,0.0932,-1.5711,13.7629,0
-191.7019,-70.1463,0.0933,-1.5711,10.0116,0
-191.7021,-71.1621,0.0926,-1.5709,6.9436,0
-191.7020,-72.2633,0.0908,-1.5710,8.2798,0
-191.6935,-73.2942,0.0904,-1.5662,10.1903,0
-191.6486,-74.3672,0.0904,-1.5443,11.7952,0
-191.5387,-75.3963,0.0905,-1.4994,12.9130,0
-191.3610,-76.5007,0.0907,-1.4473,13.8075,0
-191.1231,-77.6617,0.0868,-1.3984,14.5955,0
-190.8939,-78.6708,0.0778,-1.3696,15.2139,0
-190.6294,-79.7093,0.0752,-1.3413,15.5983,0
-190.2992,-80.7575,0.0722,-1.2960,15.9445,0
-189.9097,-81.8124,0.0659,-1.2475,16.2678,0
-189.4535,-82.8591,0.0692,-1.1935,16.5478,0
-188.9337,-83.8960,0.0744,-1.1386,16.7876,0
-188.3410,-84.9101,0.0792,-1.0774,16.9771,0
-187.6715,-85.8895,0.0827,-1.0095,17.1223,0
-186.9176,-86.8183,0.0837,-0.9321,17.2562,0
-186.0763,-87.6796,0.0861,-0.8448,17.3172,0
-185.1460,-88.4538,0.0847,-0.7469,17.3662,0
-184.1320,-89.1211,0.0846,-0.6396,17.4319,0
-183.0450,-89.6732,0.0846,-0.5289,17.5397,0
-181.9018,-90.1276,0.0845,-0.4300,17.7289,0
-180.7161,-90.4850,0.0762,-0.3396,17.9308,0
-179.7386,-90.7048,0.0607,-0.2722,18.1636,0
-178.7442,-90.8649,0.0587,-0.2064,18.0432,0
-177.7387,-90.9726,0.0472,-0.1477,18.0261,0
-176.7314,-91.0432,0.0335,-0.1029,17.9572,0
-175.7262,-91.0999,0.0338,-0.0757,18.1224,0
-174.4844,-91.1697,0.0347,-0.0623,17.4669,0
-173.3574,-91.2379,0.0364,-0.0610,15.0469,0
-172.2385,-91.3061,0.0372,-0.0608,12.5364,0
-171.1517,-91.3439,0.0359,-0.0454,13.6933,0
-169.9564,-91.3483,0.0352,-0.0193,14.8574,0
-168.8957,-91.3362,0.0352,-0.0017,15.6266,0
-167.7691,-91.3346,0.0350,0.0002,16.8885,0
-166.5277,-91.3344,0.0354,0.0002,18.7950,0
-165.4330,-91.3342,0.0353,0.0001,20.5890,0
-164.2399,-91.3341,0.0349,0.0001,22.4322,0
-162.9444,-91.3340,0.0348,-0.0000,23.7325,0
-161.6273,-91.3340,0.0355,-0.0000,23.6493,0
-160.3144,-91.3340,0.0360,-0.0000,23.5692,0
-159.2971,-91.3339,0.0355,-0.0000,25.5441,0
-158.1664,-91.3340,0.0344,-0.0001,28.3118,0
-156.9367,-91.3341,0.0339,-0.0002,30.3447,0
-155.6459,-91.3344,0.0342,-0.0003,31.2389,0
-154.3535,-91.3347,0.0352,-0.0003,30.7299,0
-153.0983,-91.3351,0.0362,-0.0003,29.6163,0
-151.8957,-91.3354,0.0370,-0.0002,28.2650,0
-150.7508,-91.3357,0.0375,-0.0002,26.8592,0
-149.6649,-91.3359,0.0377,-0.0001,25.4199,0
-148.6363,-91.3360,0.0378,-0.0001,24.1373,0
-147.3309,-91.3361,0.0375,-0.0000,23.5438,0
-146.0352,-91.3361,0.0368,-0.0000,23.4672,0
-144.7440,-91.3361,0.0365,-0.0000,23.3907,0
-143.5907,-91.3362,0.0380,0.0001,18.9926,0
-142.4280,-91.3361,0.0380,0.0002,15.1154,0
