x,y,z,yaw,velocity,change_flag
206.1959,70.0661,0.0373,1.5969,46.7872,0
206.1625,71.3474,0.0376,1.5969,45.6772,0
206.1299,72.5966,0.0378,1.5970,44.4951,0
206.0981,73.8122,0.0380,1.5970,43.2686,0
206.0671,74.9934,0.0382,1.5971,42.0191,0
206.0370,76.1398,0.0383,1.5972,40.7684,0
206.0078,77.2519,0.0384,1.5972,39.5443,0
205.9792,78.3308,0.0384,1.5973,38.3656,0
205.9516,79.3778,0.0384,1.5973,37.2407,0
205.9246,80.3948,0.0383,1.5974,36.1992,0
205.8853,81.8717,0.0381,1.5974,34.9238,0
205.8472,83.3048,0.0378,1.5975,34.0342,0
205.8097,84.7097,0.0374,1.5975,33.5457,0
205.7724,86.1049,0.0369,1.5975,33.4955,0
205.7350,87.5044,0.0365,1.5975,33.6996,0
205.6973,88.9160,0.0362,1.5975,34.0505,0
205.6591,90.3449,0.0359,1.5975,34.5203,0
205.6204,91.7955,0.0357,1.5975,35.0811,0
205.5810,93.2713,0.0356,1.5974,35.7147,0
205.5410,94.7741,0.0355,1.5974,36.3711,0
205.5139,95.7912,0.0355,1.5974,36.8082,0
205.4865,96.8203,0.0354,1.5973,37.2419,0
205.4588,97.8614,0.0354,1.5973,37.6706,0
205.4287,98.9142,0.0354,1.5985,38.0921,0
205.3938,99.9784,0.0354,1.6017,38.5049,0
205.3508,101.0536,0.0355,1.6079,38.9057,0
205.2953,102.1391,0.0355,1.6179,39.2920,0
205.2230,103.2341,0.0355,1.6321,39.6652,0
205.1307,104.3380,0.0355,1.6499,40.0301,0
205.0165,105.4499,0.0355,1.6699,40.3936,0
204.8797,106.5694,0.0355,1.6904,40.7535,0
204.7233,107.6965,0.0356,1.7090,41.1169,0
204.5522,108.8316,0.0356,1.7230,41.4750,0
204.3720,109.9752,0.0356,1.7310,41.8201,0
204.1861,111.1273,0.0356,1.7343,42.1538,0
203.9956,112.2880,0.0356,1.7354,42.4790,0
203.8020,113.4572,0.0356,1.7358,42.7961,0
203.6062,114.6349,0.0356,1.7358,43.1039,0
203.4087,115.8207,0.0356,1.7359,43.4016,0
203.2098,117.0145,0.0356,1.7359,43.6901,0
203.0096,118.2162,0.0356,1.7358,43.9702,0
202.8073,119.4252,0.0357,1.7363,44.2425,0
202.5968,120.6401,0.0357,1.7403,44.4931,0
202.3743,121.8595,0.0357,1.7489,44.7160,0
202.1378,123.0817,0.0357,1.7607,44.8798,0
201.8858,124.3040,0.0358,1.7742,44.9546,0
201.6173,125.5232,0.0359,1.7886,44.9331,0
201.3300,126.7361,0.0361,1.8044,44.8311,0
201.0236,127.9406,0.0362,1.8214,44.6868,0
200.6983,129.1355,0.0363,1.8386,44.5163,0
200.3569,130.3208,0.0364,1.8543,44.3327,0
200.0018,131.4966,0.0364,1.8675,44.1373,0
199.6342,132.6627,0.0365,1.8789,43.9337,0
199.2549,133.8191,0.0365,1.8897,43.7299,0
198.8629,134.9652,0.0365,1.9011,43.5266,0
198.4583,136.1011,0.0365,1.9134,43.3284,0
198.0417,137.2269,0.0365,1.9259,43.1377,0
197.6132,138.3427,0.0365,1.9383,42.9562,0
197.1729,139.4487,0.0365,1.9504,42.7840,0
196.7207,140.5447,0.0365,1.9627,42.6190,0
196.2556,141.6305,0.0365,1.9756,42.4588,0
195.7778,142.7060,0.0365,1.9890,42.3058,0
195.2870,143.7711,0.0365,2.0027,42.1580,0
194.7832,144.8256,0.0365,2.0166,42.0151,0
194.2664,145.8694,0.0365,2.0306,41.8768,0
193.7367,146.9026,0.0365,2.0446,41.7429,0
193.1953,147.9256,0.0364,2.0580,41.6152,0
192.6429,148.9386,0.0364,2.0705,41.4912,0
192.0797,149.9419,0.0364,2.0826,41.3696,0
191.5060,150.9353,0.0364,2.0945,41.2512,0
190.9221,151.9191,0.0364,2.1063,41.1360,0
190.3283,152.8931,0.0364,2.1180,41.0240,0
189.7245,153.8575,0.0364,2.1297,40.9181,0
189.1110,154.8124,0.0364,2.1414,40.8231,0
188.4877,155.7580,0.0364,2.1531,40.7382,0
187.8552,156.6948,0.0364,2.1644,40.6622,0
187.2135,157.6229,0.0364,2.1753,40.5917,0
186.5629,158.5424,0.0363,2.1861,40.5256,0
185.9033,159.4533,0.0363,2.1969,40.4632,0
185.2349,160.3558,0.0363,2.2076,40.4039,0
184.5579,161.2497,0.0363,2.2183,40.3472,0
183.8722,162.1350,0.0363,2.2290,40.2927,0
183.1781,163.0119,0.0363,2.2396,40.2405,0
182.4764,163.8810,0.0363,2.2497,40.1949,0
181.7682,164.7435,0.0363,2.2584,40.1651,0
181.0543,165.6008,0.0363,2.2656,40.1680,0
180.3349,166.4545,0.0362,2.2715,40.2140,0
179.6096,167.3058,0.0362,2.2766,40.2962,0
178.8781,168.1555,0.0361,2.2815,40.4196,0
178.1392,169.0046,0.0360,2.2865,40.5994,0
177.3904,169.8528,0.0360,2.2928,40.8349,0
176.6301,170.7006,0.0359,2.3005,41.1158,0
175.8562,171.5473,0.0358,2.3098,41.4271,0
175.0673,172.3924,0.0357,2.3205,41.7604,0
174.2627,173.2356,0.0357,2.3320,42.0957,0
173.4422,174.0758,0.0357,2.3440,42.4037,0
172.6058,174.9114,0.0357,2.3565,42.6759,0
171.7538,175.7412,0.0357,2.3695,42.9158,0
170.8864,176.5641,0.0357,2.3829,43.1281,0
170.0039,177.3786,0.0358,2.3967,43.3164,0
169.1065,178.1843,0.0358,2.4108,43.4904,0
168.1944,178.9805,0.0358,2.4249,43.6566,0
167.2680,179.7669,0.0359,2.4389,43.8159,0
166.3275,180.5432,0.0359,2.4529,43.9685,0
165.3731,181.3090,0.0359,2.4668,44.1157,0
164.4049,182.0638,0.0359,2.4808,44.2580,0
163.4232,182.8074,0.0359,2.4948,44.3959,0
162.4282,183.5396,0.0359,2.5089,44.5298,0
161.4200,184.2598,0.0359,2.5230,44.6600,0
160.3989,184.9677,0.0360,2.5371,44.7867,0
159.3651,185.6633,0.0360,2.5513,44.9101,0
158.3187,186.3459,0.0360,2.5655,45.0303,0
157.2600,187.0156,0.0360,2.5796,45.1482,0
156.1896,187.6725,0.0360,2.5934,45.2642,0
155.1077,188.3166,0.0360,2.6070,45.3770,0
154.0146,188.9476,0.0360,2.6203,45.4868,0
152.9105,189.5653,0.0360,2.6337,45.5940,0
151.7957,190.1697,0.0360,2.6470,45.6986,0
150.6704,190.7606,0.0360,2.6604,45.8007,0
149.5348,191.3376,0.0360,2.6737,45.9004,0
148.3892,191.9008,0.0360,2.6871,45.9980,0
147.2340,192.4503,0.0360,2.7002,46.0945,0
146.0695,192.9860,0.0360,2.7130,46.1881,0
144.8958,193.5078,0.0360,2.7258,46.2793,0
143.7133,194.0155,0.0360,2.7386,46.3684,0
142.5221,194.5090,0.0360,2.7513,46.4555,0
141.3226,194.9882,0.0360,2.7641,46.5390,0
140.1149,195.4529,0.0360,2.7769,46.6176,0
138.8994,195.9027,0.0360,2.7898,46.6920,0
137.6764,196.3375,0.0360,2.8027,46.7625,0
136.4458,196.7566,0.0360,2.8160,46.8293,0
135.2079,197.1591,0.0361,2.8298,46.8924,0
133.9627,197.5448,0.0361,2.8440,46.9541,0
132.7107,197.9133,0.0361,2.8584,47.0140,0
131.4519,198.2643,0.0361,2.8729,47.0721,0
130.1866,198.5974,0.0361,2.8874,47.1285,0
